Rank	Name	Computer	Site	Manufacturer	Country	Total Cores	Rmax [TFlop/s]	Rpeak [TFlop/s]	Nmax	Processor	Operating System	OS Family	Accelerator/Co-Processor	Cores per Socket	Processor Generation	Continent
258	LLNL/NNSA CTS-1 Jade	Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path	Lawrence Livermore National Laboratory	Penguin Computing	United States	95,472	2,632.51	3,207.86	5,601,024	Xeon E5-2695v4 18C 2.1GHz	Linux/TOSS	Linux	None	18	Intel Xeon E5 (Broadwell)	North America
259	LLNL CTS-1 Quartz	Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path	Lawrence Livermore National Laboratory	Penguin Computing	United States	95,472	2,632.51	3,207.86	5,601,024	Xeon E5-2695v4 18C 2.1GHz	Linux/TOSS	Linux	None	18	Intel Xeon E5 (Broadwell)	North America
260	NEA1	ThinkSystem SR630, Intel Xeon Gold 4214R 12C 2.4GHz, 10G Ethernet	Service Provider NE	Lenovo	China	144,000	2,632.45	5,529.60	8,763,648	Intel Xeon Gold 4214R 12C 2.4GHz	Linux	Linux	None	12	Xeon Gold 42xx (Cascade Lake)	Asia
261		Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	64,000	2,621.44	5,120.00	5,542,656	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
262		Inspur TS10000, Xeon Gold 6258R 28C 2.7GHz, InfiniBand HDR100	Tsinghua University	Inspur	China	50,400	2,610.00	4,354.56	4,298,000	Xeon Gold 6258R 28C 2.7GHz	Linux	Linux	None	28	Xeon Gold 62xx (Cascade Lake)	Asia
263	A7A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	76,800	2,609.38	5,160.96	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
264	A7A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	76,800	2,609.38	5,160.96	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
265	A1B	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	76,800	2,609.38	5,160.96	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
266	NO1	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	76,800	2,609.37	5,160.96	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
267		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	68,160	2,609.16	5,452.80	5,221,632	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
268	Cedar (CPU)	PowerEdge C6420, Xeon Platinum 8160  24C 2.1GHz, Intel Omni-Path	Simon Fraser University/Compute Canada	ACTION	Canada	67,584	2,607.98	4,895.54	4,320,000	Xeon Platinum 8260 24C 2.4GHz	CentOS	Linux	None	24	Xeon Platinum 82xx (Cascade Lake)	North America
269	Daley	Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect 	Shared Services Canada	HPE	Canada	53,200	2,598.28	4,085.76	2,799,744	Xeon Gold 6148 20C 2.4GHz	Cray Linux Environment 	Linux	None	20	Xeon Gold	North America
270	AlphaCentauri	NEC HPC 22S8Ri-4, EPYC 7352 24C 2.3GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR200	TU Dresden, ZIH	NEC	Germany	31,008	2,592.00	5,364.06	1,170,432	EPYC 7352 24C 2.3GHz	CentOS	Linux	NVIDIA A100 SXM4 40 GB	24	AMD Rome	Europe
271	HPC3	Lenovo NeXtScale nx360M5, Xeon E5-2697v4 18C 2.3GHz, Infiniband EDR, NVIDIA Tesla K80	Energy Company (A)	Lenovo	Italy	66,000	2,592.00	3,798.60	3,184,896	Xeon E5-2697v4 18C 2.3GHz	Linux	Linux	NVIDIA Tesla K80	18	Intel Xeon E5 (Broadwell)	Europe
272		ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	62,400	2,590.84	4,992.00	5,472,768	Xeon Gold 6248 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold 62xx (Cascade Lake)	Asia
273		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	64,320	2,583.09	5,145.60	5,072,256	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
274		ThinkSystem HR650X, Xeon Gold 6230R 26C 2.1GHz, 10G Ethernet	Service Provider K	Lenovo	China	83,200	2,581.02	5,591.04	5,542,656	Xeon Gold 6230R 26C 2.1GHz	Linux	Linux	None	26	Xeon Gold 62xx (Cascade Lake)	Asia
275	ASPIRE 2A (CPU Partition)	HPE Cray EX425, AMD EPYC 7713 64C 2GHz, Slingshot-10	National Supercomputing Centre Singapore	HPE	Singapore	98,304	2,578.58	3,108.86	4,567,488	AMD EPYC 7713 64C 2GHz	RHEL 8.3	Linux	None	64	AMD Milan	Asia
276		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	67,200	2,574.02	5,376.00	5,184,768	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
277	Mihir	Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect 	National Centre for Medium Range Weather Forecasting	HPE	India	83,592	2,570.40	2,808.69	3,349,440	Xeon E5-2695v4 18C 2.1GHz	Cray Linux Environment 	Linux	None	18	Intel Xeon E5 (Broadwell)	Asia
278	Tianhe-1A	NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050	National Supercomputing Center in Tianjin	NUDT	China	186,368	2,566.00	4,701.00	3,600,000	Xeon X5670 6C 2.93GHz	Linux	Linux	NVIDIA 2050	6	Xeon 5600-series (Westmere-EP)	Asia
279	Spartan2	Bull Sequana XH2000 , AMD EPYC 7402 24C 2.8GHz, NVIDIA A100, Mellanox HDR Infiniband	Atos	Atos	France	23,040	2,566.00	3,847.22	981,504	AMD EPYC 7402 24C 2.8GHz	Linux	Linux	NVIDIA A100	24	AMD Rome	Europe
280	PAI-BSystem	Sugon TC4600LP/W740I, Xeon Gold 6142 16C 2.6GHz, Infiniband EDR, NVIDIA Tesla P100	China Meteorological Administration	Sugon	China	50,816	2,547.00	4,229.85	5,498,000	Xeon Gold 6142 16C 2.6GHz	RHEL 7.3	Linux	NVIDIA Tesla P100	16	Xeon Gold	Asia
281	cascade	Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P	DOE/SC/Pacific Northwest National Laboratory	Atipa	United States	194,616	2,539.13	3,388.03	4,032,000	Xeon E5-2670 8C 2.6GHz	Linux	Linux	Intel Xeon Phi 5110P	8	Intel Xeon E5 (SandyBridge)	North America
282	Rattler	PowerEdge XE8545, AMD EPYC 7713 64C 2GHz, NVIDIA A100 80GB​, Infiniband HDR200 dual rail	Dell Technologies HPC & AI Innovation Lab	DELL EMC	United States	26,880	2,531.00	3,940.61	999,936	AMD EPYC 7713 64C 2GHz	RHEL	Linux	NVIDIA A100 40GB	64	AMD Milan	North America
283	occigen2	bullx DLC 720, Xeon E5-2690v4 14C 2.6GHz, Infiniband FDR	Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES)	Atos	France	85,824	2,494.65	3,570.28	3,889,152	Xeon E5-2690v4 14C 2.6GHz	bullx SCS	Linux	None	14	Intel Xeon E5 (Broadwell)	Europe
284		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	61,440	2,487.09	4,915.20	4,957,440	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
285	Excalibur	Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect 	Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)	HPE	United States	100,064	2,485.00	3,682.36	6,441,408	Xeon E5-2698v3 16C 2.3GHz	Cray Linux Environment 	Linux	None	16	Intel Xeon E5 (Haswell)	North America
286	CLAIX (2018)	INTEL-HNS2600BPB, Xeon Platinum 8160  24C 2.1GHz, Intel Omni-Path	Universitaet Aachen/RWTH - IT Center	NEC	Germany	61,200	2,483.58	4,112.64	2,937,600	Xeon Platinum 8160  24C 2.1GHz	CentOS	Linux	None	24	Xeon Platinum	Europe
287	Expanse	PowerEdge R6525/C6525, AMD EPYC 7742, AMD EPYC 7742 64C, Mellanox HDR Infiniband	UCSD/San Diego Supercomputer Center	DELL EMC	United States	91,648	2,480.60	3,299.33	4,652,592	AMD EPYC 7742 64C 2.25GHz	CentOS	Linux	None	64	AMD Rome	North America
288		Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet	Manufacturing Industry (O)	Inspur	China	50,400	2,480.00	4,680.00	1,436,000	Xeon Gold 6242 16C 2.8GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold 62xx (Cascade Lake)	Asia
289		Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet	Manufacturing Industry (O)	Inspur	China	50,400	2,480.00	4,680.00	1,436,000	Xeon Gold 6242 16C 2.8GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold 62xx (Cascade Lake)	Asia
290	Lomonosov 2	T-Platform A-Class Cluster, Xeon E5-2697v3 14C 2.6GHz,Intel Xeon Gold 6126, Infiniband FDR, Nvidia K40m/P-100	Moscow State University - Research Computing Center	T-Platforms	Russia	64,384	2,478.00	4,946.79	1,462,272	Xeon E5-2697v3 14C 2.6GHz	Linux	Linux	NVIDIA Tesla K40m	14	Intel Xeon E5 (Haswell)	Europe
291	Kay	Liqid Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Infiniband HDR	Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)	Liqid	United States	46,848	2,475.67	3,448.01	3,545,846	Intel Xeon Platinum 9242 48C 2.3GHz	CentOS	Linux	None	48	Xeon Platinum 92xx (Cascade Lake)	North America
292	B1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	60,000	2,462.40	4,800.00	5,366,400	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
293	Centennial	SGI ICE XA, Xeon E5-2698v4 20C 2.2GHz, Infiniband EDR	US Army Research Laboratory (ARL)	HPE	United States	73,920	2,443.70	2,601.98	5,127,360	Xeon E5-2698v4 20C 2.2GHz	RHEL 7.2	Linux	None	20	Intel Xeon E5 (Broadwell)	North America
294	PAI-ASystem	Sugon TC4600, Xeon Gold 6142 16C 2.6GHz, Infiniband EDR	China Meteorological Administration	Sugon	China	48,128	2,435.00	4,004.25	5,572,000	Xeon Gold 6142 16C 2.6GHz	Linux	Linux	None	16	Xeon Gold	Asia
295	C1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	59,200	2,433.83	4,736.00	5,330,688	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
296	Big Red 200	HPE Cray EX425, AMD EPYC 7742 64C 2.25GHz, Slingshot-10	Indiana University	HPE	United States	84,480	2,431.20	3,041.28	4,056,000	AMD EPYC 7742 64C 2.25GHz	SLES15 SP2	Linux	None	64	AMD Rome	North America
297		ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	DJIT Company	Lenovo	China	115,200	2,429.15	4,239.36	8,313,984	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold	Asia
298	D1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	58,800	2,421.62	4,704.00	5,312,640	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
299		ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	Service Provider T	Lenovo	China	113,600	2,399.59	4,180.48	8,256,000	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold	Asia
300	E1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	58,000	2,392.38	4,640.00	5,276,544	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
301		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	58,560	2,379.87	4,684.80	4,839,936	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
302		ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	Service Provider T	Lenovo	China	112,000	2,374.04	4,121.60	8,197,632	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold	Asia
303	B2F	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MNED	Lenovo	Netherlands	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
304	B2E	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MNED	Lenovo	Netherlands	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
305	B2B	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MNED	Lenovo	Netherlands	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
306	B2D	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
307	B2C	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
308	B2A	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
309	NOG1	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom	Software Company MGER	Lenovo	Germany	53,760	2,363.76	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
310	NON1	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom	Software Company MNED	Lenovo	Netherlands	53,760	2,363.76	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
311	NOUK1	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom	Software Company MUK	Lenovo	United Kingdom	53,760	2,363.76	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
312	NVIDIA DGX SuperPOD	NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100, Mellanox HDR Infiniband	NVIDIA Corporation	Nvidia	United States	19,840	2,356.00	2,812.80	1,262,888	AMD EPYC 7742 64C 2.25GHz	Ubuntu 20.04.1 LTS	Linux	NVIDIA A100	64	AMD Rome	North America
313	ZZ1	ThinkSystem HR630X, Xeon Silver 4110 8C 2.1GHz, 10G Ethernet	Service Provider T	Lenovo	China	153,600	2,354.91	10,321.92	11,085,312	Xeon Silver 4110 8C 2.1GHz	Linux	Linux	None	8	Xeon Silver	Asia
314	A12A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MIR	Lenovo	Ireland	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
315	A11A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MIR	Lenovo	Ireland	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
316	A17A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MNY	Lenovo	Norway	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
317	A17A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MSW	Lenovo	Switzerland	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
318	UK2	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUK	Lenovo	United Kingdom	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
319	UK1	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUK	Lenovo	United Kingdom	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
320	B1B	ThinkSystem C2397, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
321	A10A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
322	A4A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
323	Ares	CH121L V5 Liquid-Cooled, Xeon Platinum 8268 24C 2.9GHz, Infiniband EDR	Cyfronet	Huawei	Poland	37,824	2,338.79	3,510.07	4,157,568	Xeon Platinum 8268 24C 2.9GHz	CentOS	Linux	None	24	Xeon Platinum 82xx (Cascade Lake)	Europe
324		Inspur NF5468M5, Xeon 8260M 24C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet	Internet Company	Inspur	China	48,160	2,336.00	4,368.00	1,387,000	Xeon Platinum 8260M 24C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum 82xx (Cascade Lake)	Asia
325		Inspur NF5468M5, Xeon 8260M 24C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet	Internet Company	Inspur	China	48,160	2,336.00	4,368.00	1,387,000	Xeon Platinum 8260M 24C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum 82xx (Cascade Lake)	Asia
326	HoreKa-Blue	ThinkSystem SD650 V2, Xeon Platinum 8368 38C 2.4GHz, Mellanox HDR Infiniband	Karlsruher Institut für Technologie (KIT) 	Lenovo	Germany	45,752	2,333.51	3,513.75	2,764,800	Xeon Platinum 8368 38C 2.4GHz	Linux	Linux	None	38	Xeon® Platinum 83xx (Ice Lake)	Europe
327		Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service P	Inspur	China	53,760	2,329.00	4,480.00	1,483,000	Xeon Gold 6130 16C 2.1GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold	Asia
328		Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service P	Inspur	China	53,760	2,329.00	4,480.00	1,483,000	Xeon Gold 6130 16C 2.1GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold	Asia
329		Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service P	Inspur	China	53,760	2,329.00	4,480.00	1,483,000	Xeon Gold 6130 16C 2.1GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold	Asia
330	Makman-3	PowerEdge R440/C6320p, Intel Xeon Phi 7250/Xeon Gold 6130 16C 2.1GHz, Intel Omni-Path	Saudi Aramco	DELL EMC	Saudi Arabia	53,300	2,322.46	3,581.76	4,171,000	Xeon Gold 6130 16C 2.1GHz	RHEL 7.4	Linux	None	16	Xeon Gold	Asia
331	Champollion	Apollo 6500, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 80 GB, Mellanox HDR Infiniband	Hewlett Packard Enterprise	HPE	France	19,840	2,321.00	2,522.27	1,300,480	AMD EPYC 7763 64C 2.45GHz	RHEL 8.5	Linux	NVIDIA A100 SXM4 80 GB	64	AMD Milan	Europe
332	F1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	56,000	2,317.95	4,480.00	5,184,768	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
333		Inspur TS10000 HPC Server, Xeon Gold 6226R 16C 2.9GHz, NVIDIA Tesla V100, 25G Ethernet	Energy Company B	Inspur	China	49,920	2,316.00	4,412.10	1,337,000	Xeon Gold 6226R 16C 2.9GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold 62xx (Cascade Lake)	Asia
334		ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	Service Provider T	Lenovo	China	108,800	2,314.21	4,003.84	8,079,744	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold	Asia
335	VSC-5	MEGWARE SLIDESX, AMD EPYC 7713 64C 2GHz, Infiniband HDR	Vienna Scientific Cluster	MEGWARE	Austria	95,232	2,312.30	3,047.42	6,451,200	AMD EPYC 7713 64C 2GHz	AlmaLinux 8.5	Linux	None	64	AMD Milan	Europe
336	Taiwania 3	QCT QuantaPlex T42D-2U/4N, Xeon Platinum 8280 28C 2.7GHz, InfiniBand HDR 100	National Center for High Performance Computing	Quanta Computer / Taiwan Fixed Network / ASUS Cloud	Taiwan	50,400	2,297.56	4,354.56	4,354,560	Xeon Platinum 8280 28C 2.7GHz	CentOS	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Asia
337	Longhorn	IBM Power System AC922, IBM POWER9 20C 3.6GHz, NVIDIA Tesla V100 SXM2, Infiniband EDR	Texas Advanced Computing Center/Univ. of Texas	IBM	United States	37,440	2,288.00	2,867.41	1,677,312	IBM POWER9 20C 3.6GHz	Redhat Linux	Linux	NVIDIA Tesla V100 SXM2	20	IBM POWER9	North America
338	Wilkes-3	PowerEdge XE8545, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 80GB​, Infiniband HDR200 dual rail	University of Cambridge	DELL EMC	United Kingdom	26,880	2,287.00	6,641.41	1,345,248	AMD EPYC 7763 64C 2.45GHz	CentOS	Linux	NVIDIA A100 80GB​	64	AMD Milan	Europe
339		Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service P	Inspur	China	55,104	2,287.00	4,890.00	1,049,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	NVIDIA Tesla V100	16	Xeon Gold	Asia
340	MeluXina - Cluster Module	BullSequana XH2000, AMD EPYC 7H12 64C 2.6GHz, Mellanox HDR200 InfiniBand/ParTec ParaStation ClusterSuite	LuxProvide	Atos	Luxembourg	73,344	2,286.56	3,003.18	5,568,192	AMD EPYC 7H12 64C 2.6GHz	RHEL compatible	Linux	None	64	AMD Rome	Europe
341		Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet	Telecom Operator (C)	Inspur	China	47,320	2,282.00	4,368.00	1,387,000	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
342		Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet	Telecom Operator (C)	Inspur	China	47,320	2,282.00	4,368.00	1,387,000	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
343		Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet	Telecom Operator (C)	Inspur	China	47,320	2,282.00	4,368.00	1,387,000	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
344		Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet	Telecom Operator (C)	Inspur	China	47,320	2,282.00	4,368.00	1,387,000	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
345	Dardel CPU	HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10	KTH - Royal Institute of Technology	HPE	Sweden	69,632	2,279.40	2,506.75	3,760,128	AMD EPYC 7742 64C 2.25GHz	HPE Cray OS	Linux	None	64	AMD Rome	Europe
346	Béluga	Dell EMC PowerEdge R640, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, Infiniband EDR	Calcul Québec/Compute Canada	DELL EMC	Canada	72,480	2,278.00	7,494.78	2,959,104	Xeon Gold 6148 20C 2.4GHz	CentOS	Linux	NVIDIA Tesla V100	20	Xeon Gold	North America
347		Inspur TS10000 HPC Server, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, InfiniBand HDR 100	Research Laboratory H	Inspur	China	40,560	2,276.00	3,923.71	1,284,000	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
348		Inspur TS10000 HPC Server, Xeon Gold 6230 20C 2.1GHz, NVIDIA Tesla V100, Infiniband HDR	AI company J	Inspur	China	40,800	2,275.00	3,905.28	1,284,000	Xeon Gold 6230 20C 2.1GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold 62xx (Cascade Lake)	Asia
