Rank	Name	Computer	Site	Manufacturer	Country	Total Cores	Rmax [TFlop/s]	Rpeak [TFlop/s]	Nmax	Processor	Operating System	OS Family	Accelerator/Co-Processor	Cores per Socket	Processor Generation	Continent
475	A16A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MBZ	Lenovo	Brazil	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	South America
476	NOF1	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MFR	Lenovo	France	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
477	A14A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MJP	Lenovo	Japan	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
478	A13A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUK	Lenovo	United Kingdom	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
479	A13A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
480	NO5	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
481	A13A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
482		Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service U	Sugon	China	44,032	2,087.00	3,843.38	503,000	Xeon Gold 5118 12C 2.3GHz	CentOS	Linux	NVIDIA Tesla V100	12	Xeon Gold (Skylake)	Asia
483		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	48,160	2,078.00	4,225.20	1,387,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum (Skylake)	Asia
484		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	48,160	2,078.00	4,225.20	1,387,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum (Skylake)	Asia
485		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	48,160	2,078.00	4,225.20	1,387,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum (Skylake)	Asia
486	Cannon	ThinkSystem SD650, Xeon Platinum 8268 24C 2.9GHz, InfiniBand HDR100	Harvard University	Lenovo	United States	32,160	2,076.89	2,984.45	3,894,144	Xeon Platinum 8268 24C 2.9GHz	Linux	Linux	None	24	Xeon Platinum 82xx (Cascade Lake)	North America
487		Inspur NF5468M5, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 10G Ethernet	Telecom Company	Inspur	China	59,760	2,075.00	5,245.78	1,573,000	Xeon Gold 5118 12C 2.3GHz	CentOS	Linux	NVIDIA Tesla V100	12	Xeon Gold (Skylake)	Asia
488	JD I1	ThinkSystem SR650, Xeon Gold 6148 20C 2.4GHz, 10G Ethernet	Internet Company	Lenovo	China	52,320	2,074.04	4,018.18	5,011,200	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
489	Tianhe-2 LvLiang Solution	Tianhe-2 LvLiang, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Intel Xeon Phi 31S1P	LvLiang Cloud Computing Center	NUDT	China	174,720	2,071.39	3,074.53	2,366,976	Intel Xeon E5-2692v2 12C 2.2GHz	Kylin Linux	Linux	Intel Xeon Phi 31S1P	12	Intel Xeon E5 (IvyBridge)	Asia
490	Grace-GPU	PowerEdge R740, Xeon Gold 6248R 24C 3GHz, NVIDIA A100 40GB, InfiniBand HDR 100	Texas A&M University	DELL EMC	United States	26,400	2,063.00	3,900.00	999,424	Xeon Gold 6248R 24C 3GHz	CentOS	Linux	NVIDIA Tesla A100 40G	24	Xeon Gold 62xx (Cascade Lake)	North America
491		ThinkSystem SR650, Xeon Gold 6142 16C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR	Government	Lenovo	China	44,160	2,059.88	3,862.25	2,101,248	Xeon Gold 6142 16C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold (Skylake)	Asia
492		ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 10G Ethernet	DJIT Company	Lenovo	China	49,200	2,045.93	3,936.00	4,859,520	Xeon Gold 6248 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold 62xx (Cascade Lake)	Asia
493	A15A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	59,904	2,035.31	4,025.55	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
494		INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet	Internet Service (B)	Inspur	China	53,040	2,028.00	4,648.18	1,464,000	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold (Skylake)	Asia
495		INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet	Internet Service (B)	Inspur	China	53,040	2,028.00	4,648.18	1,464,000	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold (Skylake)	Asia
496	Olaf	Lenovo ThinkSystem SR675 V3, AMD EPYC 9334 32C 2.7GHz, NVIDIA H100, Infiniband NDR 400	Science Institute	Lenovo	South Korea	3,936	2,028.00	3,249.18	665,600	AMD EPYC 9334 32C 2.7GHz	Linux	Linux	NVIDIA H100	32	AMD Zen-4 (Genoa)	Asia
497		ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	48,000	2,027.52	3,840.00	4,800,000	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
498		Sugon TC6000, Xeon Gold 6140 18C 2.3GHz, 10G Ethernet	Telecom Company	Sugon	China	55,440	2,026.00	4,080.38	3,564,000	Xeon Gold 6140 18C 2.3GHz	CentOS	Linux	None	18	Xeon Gold (Skylake)	Asia
499		Inspur NF5468M5, Xeon Gold 5120 14C 2.2GHz, NVIDIA Tesla V100, 10G Ethernet	Bank I	Inspur	China	48,880	2,016.00	44,982.27	1,337,000	Xeon Gold 5120 14C 2.2GHz	Linux	Linux	NVIDIA Tesla V100	14	Xeon Gold (Skylake)	Asia
500	TX-Green2	PowerEdge C6420, Xeon Platinum 8260 24C 2.4GHz, 25G Ethernet	MIT Lincoln Laboratory Supercomputing Center	ACTION	United States	43,200	2,015.00	53,084.16	3,970,560	Xeon Platinum 8260 24C 2.4GHz	Ubuntu	Linux	None	24	Xeon Platinum 82xx (Cascade Lake)	North America
